10/28/2003 00:00	0.3
10/28/2003 01:00	-0.1
10/28/2003 02:00	-3.1
10/28/2003 03:00	-1.6
10/28/2003 04:00	2.8
10/28/2003 05:00	0.3
10/28/2003 06:00	1.4
10/28/2003 07:00	-3.5
10/28/2003 08:00	-4
10/28/2003 09:00	3.1
10/28/2003 10:00	4.6
10/28/2003 11:00	5.2
10/28/2003 12:00	6.8
10/28/2003 13:00	3.7
10/28/2003 14:00	1
10/28/2003 15:00	1.8
10/28/2003 16:00	-3.4
10/28/2003 17:00	-0.1
10/28/2003 18:00	0.5
10/28/2003 19:00	-0.5
10/28/2003 20:00	0.4
10/28/2003 21:00	2
10/28/2003 22:00	0.7
10/28/2003 23:00	-0.6
10/29/2003 00:00	-4.5
10/29/2003 01:00	-2.6
10/29/2003 02:00	-0.5
10/29/2003 03:00	-0.4
10/29/2003 04:00	-2.5
10/29/2003 05:00	-0.3
10/29/2003 06:00	-8.2
10/29/2003 07:00	1.9
10/29/2003 08:00	-0.7
10/29/2003 09:00	3.9
10/29/2003 10:00	11.1
10/29/2003 11:00	15.4
10/29/2003 12:00	15.9
10/29/2003 13:00	13.1
10/29/2003 14:00	6.1
10/29/2003 15:00	3.2
10/29/2003 16:00	2.5
10/29/2003 17:00	-0.4
10/29/2003 18:00	-15.2
10/29/2003 19:00	-26.5
10/29/2003 20:00	-24.6
10/29/2003 21:00	-20.2
10/29/2003 22:00	-20.7
10/29/2003 23:00	-17.9
10/30/2003 00:00	-13.9
10/30/2003 01:00	-12
10/30/2003 02:00	-6.1
10/30/2003 03:00	9.2
10/30/2003 04:00	11.3
10/30/2003 05:00	8.9
10/30/2003 06:00	6.5
10/30/2003 07:00	6.6
10/30/2003 08:00	8.1
10/30/2003 09:00	5.7
10/30/2003 10:00	3.3
10/30/2003 11:00	1
10/30/2003 12:00	-1.7
10/30/2003 13:00	-1.1
10/30/2003 14:00	-1.9
10/30/2003 15:00	-0.7
10/30/2003 16:00	-2.4
10/30/2003 17:00	-3.7
10/30/2003 18:00	-5.7
10/30/2003 19:00	-25.4
10/30/2003 20:00	-27.1
10/30/2003 21:00	-26.4
10/30/2003 22:00	-2.8
10/30/2003 23:00	-2.3
10/31/2003 00:00	-7.8
10/31/2003 01:00	13.7
10/31/2003 02:00	14.4
10/31/2003 03:00	19.5
10/31/2003 04:00	16.1
10/31/2003 05:00	13.2
10/31/2003 06:00	12.6
10/31/2003 07:00	14.4
10/31/2003 08:00	16
10/31/2003 09:00	16.2
10/31/2003 10:00	16.1
10/31/2003 11:00	10.6
10/31/2003 12:00	6.7
10/31/2003 13:00	8.8
10/31/2003 14:00	6.4
10/31/2003 15:00	4.9
10/31/2003 16:00	4.8
10/31/2003 17:00	2.8
10/31/2003 18:00	3.2
10/31/2003 19:00	3.2
10/31/2003 20:00	2.3
10/31/2003 21:00	-0.5
10/31/2003 22:00	-1.5
10/31/2003 23:00	-1.8
